ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,FacilityName,ActivityType,ManagedBy,Ward,Address,Postcode
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Grove Hill,Playground,Parks and Countryside,Otley & Yeadon,"Ilkley Road, Otley, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Grove Hill Park, Otley",Bowling Green,Parks and Countryside,Otley & Yeadon,"Ilkley Road, Otley, Leeds",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Grove Road,Playground,Parks and Countryside,Temple Newsam,"Halton, Leeds",LS15
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Grove Road Recreation Ground,Junior (9v9),Parks and Countryside,,"Hunslet, Leeds",LS10 2QT
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Grove Road Recreation Ground,Bowling Green,Parks and Countryside,Temple Newsam,"Halton, Leeds",LS15
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hainsworth Park,Playground,Parks and Countryside,Calverley & Farsley,The Boulevard Farsley Leeds,LS28 5UF
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hainsworth Park,Junior (9v9),Parks and Countryside,Calverley & Farsley,The Boulevard Farsley Leeds,LS28 5UF
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Hallfield Lane, Wetherby",Playground,Town Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Halton Dene -  Primrose Valley,Senior,Parks and Countryside,,Primrose Lane,LS15 7RX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Halton Dene -  Primrose Valley,Senior,Parks and Countryside,,Primrose Lane,LS15 7RX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Halton Dene - Primrose Valley,Bowling Green,Parks and Countryside,,Primrose Lane,LS15 7RX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hanover Square Ball Park,Ball Park Area,Parks and Countryside,Hyde Park & Woodhouse,Woodhouse Leeds,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Harehills Park,Playground,Parks and Countryside,Gipton & Harehills,Coldcotes Avenue Leeds,LS9 6NE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Harehills Park,Bowling Green,Parks and Countryside,Gipton & Harehills,Coldcotes Avenue Leeds,LS9 6NE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Harehills Park,Senior,Parks and Countryside,Gipton & Harehills,Coldcotes Avenue Leeds,LS9 6NE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Harehills Park,Ball Park Area,Parks and Countryside,Gipton & Harehills,Coldcotes Avenue Leeds,LS9 6NE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hartley Avenue Park Playground,Playground,Parks and Countryside,Hyde Park & Woodhouse,"Hartley Avenue, Leeds",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hartley Avenue Park TZ,Teen Zone,Parks and Countryside,Hyde Park & Woodhouse,"Hartley Avenue, Leeds",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hembrigg,Playground,Parks and Countryside,Morley South,Quarry Lane Leeds,LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hembrigg Recreation Ground,Senior,Parks and Countryside,,,LS27 0BY
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hembrigg Recreation Ground,Senior,Parks and Countryside,,,LS27 0BY
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Henshaw Oval,Playground,Parks and Countryside,Otley & Yeadon,Henshaw Lane Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Henshaw Oval Tz,Teen Zone,Parks and Countryside,Otley & Yeadon,Henshaw Lane Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Heritage Village,Playground,Parks and Countryside,Middleton Park,"Martingale Drive, Middleton Lane",WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hesketh Recreation Ground,Playground,Parks and Countryside,Morley South,Woodkirk,WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hilltop Playground,Playground,School,,PFI part of the school ,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hippo Horsforth Hall,Playground,Parks and Countryside,Horsforth,"Hall Lane, Horsforth",LS18
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holbeck Moor,Playground,Parks and Countryside,Beeston & Holbeck,"Holbeck, Leeds",LS11 9LH
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holbeck Moor,Senior,Parks and Countryside,,,LS11 9LH
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holbeck Moor ,Bowling Green,Parks and Countryside,Beeston & Holbeck,"Holbeck, Leeds",LS11 9LH
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holbeck Moor,Ball Park Area,Parks and Countryside,Beeston & Holbeck,Holbeck Leeds,LS11 9LH
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holbeck Moor,Skateboard Park,Parks and Countryside,Beeston & Holbeck,Holbeck Leeds,LS11 9LH
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holt Lane,Playground,Parks and Countryside,Adel & Wharfedale,"Adel, Leeds",LS16
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holt Park,Bowling Green,Parks and Countryside,Adel & Wharfedale,Holtdale Approach,LS16
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Holywell Lane,Playground,Parks and Countryside,Harewood,Shadwell Leeds,LS17
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Home Farm,Playground,Parks and Countryside,Temple Newsam,Temple Newsam,LS15
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Horsforth Hall Park,Playground,Parks and Countryside,Horsforth,"Hall Lane, Leeds",LS18
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Horsforth Hall Park,Bowling Green,Parks and Countryside,Horsforth,"Hall Lane, Leeds",LS18
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Horsforth Skatepark,Skateboard Park,Parks and Countryside,Horsforth,"Horsforth Hall Pk, Ring Road",LS18
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Houghside,Senior,Parks and Countryside,,,LS13 4QW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Houghside,Senior,Parks and Countryside,,,LS13 4QW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Houghside,Mini (7v7),Parks and Countryside,,,LS13 4QW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hunslet Lake,Playground,Parks and Countryside,City & Hunslet,"Moor Road, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hunslet Moor,Playground,Parks and Countryside,City & Hunslet,Burton Row Leeds,LS11 5NR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hunslet Moor,Bowling Green,Parks and Countryside,City & Hunslet,Burton Row Leeds,LS11 5NR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Hunslet Moor,Senior,Parks and Countryside,City & Hunslet,Burton Row Leeds,LS11 5NR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Ironwood View,Senior,,,,LS14 6EW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,John O' Gaunts Community Centre,Playground,Parks and Countryside,Rothwell,"Holmsley Lane, Rothwell",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,John O'Gaunts Recreation Ground Tz,Teen Zone,Parks and Countryside,Rothwell,Holmsley Lane Rothwell,LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,John Smeaton Playing Fields,Senior,Parks and Countryside,,,LS15 8TA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,John Smeaton Playing Fields,Mini (7v7),Parks and Countryside,,,LS15 8TA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Junction Recreation Ground,Playground,Parks and Countryside,Kippax & Methley,"Barnsdale Road, Methley",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,King George Playing Fields,Senior,Parks and Countryside,,,LS18 5SB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,King George Playing Fields,Senior,Parks and Countryside,,,LS18 5SB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,King George Playing Fields,Junior (9v9),Parks and Countryside,,,LS18 5SB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,King Lane,Playground,Parks and Countryside,Alwoodley,"Alwoodley, Leeds",LS17
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kings Field,Senior,Parks and Countryside,,,LS11 8DP
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kippax Common (Green Lane) ,Bowling Green,Parks and Countryside,Kippax & Methley,"Green Lane, Kippax",LS25
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kippax Common Playground,Playground,Parks and Countryside,Kippax & Methley,Valley Ridge,LS25
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kirk Lane Park,Playground,Parks and Countryside,Guiseley And Rawdon,Park Road Yeadon Leeds,LS19 7HD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kirk Lane Park,Senior,Parks and Countryside,Guiseley And Rawdon,Park Road Yeadon Leeds,LS19 7HD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kirk Lane Park,Mini (7v7),Parks and Countryside,Guiseley And Rawdon,Park Road Yeadon Leeds,LS19 7HD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kirk Lane Park/Yeadon Park,Bowling Green,Parks and Countryside,Guiseley And Rawdon,Park Road Yeadon Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Kirkstall Abbey,Playground,Parks and Countryside,Kirkstall,"Abbey Walk, Leeds",LS5
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Langdale,Junior (9v9),Parks and Countryside,,,LS26 8XE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lawrence Villa/Woodlesford Park,Playground,Parks and Countryside,Rothwell,"Airedale Road, Rothwell",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lawrence Villa/Woodlesford Park,Skateboard Park,Parks and Countryside,Rothwell,"Airedale Road, Rothwell",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Layton Avenue,Playground,Parks and Countryside,Horsforth,"Rawdon, Leeds",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Ledston Luck,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Leeds Road Allerton Bywater,Senior,,,"Leeds Road, Allerton Bywater",WF10 2EW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lindsay Gardens Ball Park,Ball Park Area,Parks and Countryside,Burmantofts & Richmond Hill,Lincoln Green,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lindsey Gardens,Playground,Parks and Countryside,Burmantofts & Richmond Hill,Lincoln Green,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lofthouse Recreation Ground,Playground,Parks and Countryside,Ardsley & Robin Hood,Jumbles Lane Leeds,WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Lotherton Hall Playground,Playground,Parks and Countryside,Harewood,"Lotherton Hall Estate, Lotherton Hall",LS25 
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Low Moor Side Road,Playground,Parks and Countryside,Farnley & Wortley,Wooley Gardens Leeds,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Magpie Lane,Ball Park Area,Parks and Countryside,Morley South,"Magpie Lane, Morley",LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Manston Park,Playground,Parks and Countryside,Cross Gates & Whinmoor,"Austhorpe Road, Leeds",LS15 8HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Manston Park,Bowling Green,Parks and Countryside,Cross Gates & Whinmoor,"Austhorpe Road, Leeds",LS15 8HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Manston Park,Senior,Parks and Countryside,Cross Gates & Whinmoor,"Austhorpe Road, Leeds",LS15 8HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Manston Park,Senior,Parks and Countryside,Cross Gates & Whinmoor,"Austhorpe Road, Leeds",LS15 8HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Manston Park MUGA,Ball Park Area,Parks and Countryside,Cross Gates & Whinmoor,"Austhorpe Road, Leeds",LS15 8HA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Marshall Street,Playground,Parks and Countryside,Otley & Yeadon,"Yeadon, Leeds",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Meanwood Park,Playground,Parks and Countryside,Moortown,"Green Road, Leeds",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Meanwood Park,Bowling Green,Parks and Countryside,Moortown,"Green Road, Leeds",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Meanwood Park Hospital,Playground,Parks and Countryside,Alwoodley,"Meanwood Park Hospital, Woodlea Drive",LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Melville Place,Playground,Parks and Countryside,Hyde Park & Woodhouse,Junction With Hartley Ave Leeds,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Micklefield MUGA,Ball Park Area,Parks and Countryside,Guiseley And Rawdon,"Micklefield Lane, Rawdon",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Micklefield Skatepark,Skateboard Park,Parks and Countryside,Guiseley And Rawdon,"Micklefield Lane, Rawdon",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Micklefield, Park",Playground,Parks and Countryside,Guiseley And Rawdon,Micklefield Lane Rawdon Leeds,LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Micklefield/Rawdon Park,Bowling Green,Parks and Countryside,Guiseley And Rawdon,"Micklefield Lane, Rawdon",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Middleton Park,Playground,Parks and Countryside,Middleton Park,"Town Street, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Middleton Park,Bowling Green,Parks and Countryside,Middleton Park,"Town Street, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Middleton Park, Ball Park",Ball Park Area,Parks and Countryside,Middleton Park,"Town Street, Leeds",LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Middleton Way,Playground,Parks and Countryside,Middleton Park,Ring Road Middleton Leeds,LS10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Millbeck,Playground,Parks and Countryside,Morley South,"Millbeck Approach, Morley",LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Millennium Village,Playground,Parks and Countryside,Kippax & Methley,"off Park Lane, Allerton Bywater",WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Millshaw Recreation Ground,Senior,Parks and Countryside,,,LS11 0HW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Millshaw Recreation Ground,Senior,Parks and Countryside,,,LS11 0HW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Moor Knoll Lane,Playground,Parks and Countryside,Ardsley & Robin Hood,"East Ardsley, Leeds",WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Moorfield Recreation Ground,Senior,Parks and Countryside,,,LS12 3RN
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Naburn Close,Playground,Parks and Countryside,Cross Gates & Whinmoor,Naburn Fold Leeds,LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Nethermoor Park,Playground,Parks and Countryside,Guiseley And Rawdon,"Otley Road, Guiseley, Leeds",LS20
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Neville Road,Playground,Parks and Countryside,Temple Newsam,Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Neville Road Playing Field,Senior,Parks and Countryside,,,LS15 0DE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Farnley,Playground,Parks and Countryside,Farnley & Wortley,Low Moorside Leeds,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Farnley Ball Park,Ball Park Area,Parks and Countryside,Farnley & Wortley,Lowmoorside Leeds,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Farnley Park,Bowling Green,Parks and Countryside,Farnley & Wortley,Lowmoorside Leeds,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Forest Village Playground,Playground,Parks and Countryside,Middleton Park,New Forest Way,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Park,Playground,Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Recreation Ground,Bowling Green,Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Recreation Ground,Senior,Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Recreation Ground,Senior,Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Recreation Ground,Senior,Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Recreation Ground,Junior (9v9),Parks and Countryside,Farnley & Wortley,"Highfield Garth, Leeds",LS12 4UA
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,New Wortley Skatepark,Skateboard Park,Parks and Countryside,Farnley & Wortley,Highfield Garth,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Norma Hutchinson,Playground,Parks and Countryside,Chapel Allerton,Saville Mount,LS7
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Norma Hutchinson Park/Buslingthorpe Recreation Ground,Senior,Parks and Countryside,Chapel Allerton,Buslingthorpe Lane,LS7 3ET
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Norma Hutchinson Park MUGA,Ball Park Area,Parks and Countryside,Chapel Allerton,Buslingthorpe Lane,LS7 3ET
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Northfield Avenue Recreation Ground,Junior (9v9),Parks and Countryside,,,LS26 0SW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Northfield Avenue Recreation Ground,Junior (9v9),Parks and Countryside,,,LS26 0SW
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Nottingham Close,Playground,Parks and Countryside,Ardsley & Robin Hood,"Robin Hood, Rothwell",WF3 
