ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,FacilityName,ActivityType,ManagedBy,Ward,Address,Postcode
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Nowell Mount Ball Area,Ball Park Area,Parks and Countryside,Burmantofts & Richmond Hill,Nowell Mount Leeds 9,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Nunroyd Park Skate Area,Skateboard Park,Parks and Countryside,Guiseley And Rawdon,"New Road, Yeadon, Leeds",LS19
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Oak Road MUGA,Ball Park Area,Parks and Countryside,Armley,Oak Road,LS12
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Oatland Drive Tz,Teen Zone,Parks and Countryside,Hyde Park & Woodhouse,Oatland Drive,LS7
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Oatlands Drive,Playground,Parks and Countryside,Hyde Park & Woodhouse,"Oatland Lane, Leeds",LS7
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Old Farnley Recreation Ground,Senior,Parks and Countryside,,,LS12 5AB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Osmondthorpe Recreation Ground,Senior,Parks and Countryside,,,LS9 9EF
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Osmondthorpe Recreation Ground,Senior,Parks and Countryside,,,LS9 9EF
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Osmondthorpe Recreation Ground,Senior,Parks and Countryside,,,LS9 9EF
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Ouzlewell Green,Playground,Parks and Countryside,Ardsley & Robin Hood,"Lofthouse, Leeds",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Oxton Way,Playground,Parks and Countryside,Burmantofts & Richmond Hill,Oxton Way Burmantofts Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Park Avenue,Playground,Parks and Countryside,Kippax & Methley,"Kippax, Leeds",LS25
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Park Lane,Playground,Parks and Countryside,Kippax & Methley,"Allerton Bywater, Leeds",WF10
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pepper Road Skate Park,Skateboard Park,Parks and Countryside,City & Hunslet,"Pepper Road, Hunslet, Leeds",LS10 2RU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pepper Road Recreation Ground,Playground,Parks and Countryside,City & Hunslet,"Pepper Road, Hunslet, Leeds",LS10 2RU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pepper Road Recreation Ground,Senior,Parks and Countryside,City & Hunslet,"Pepper Road, Hunslet, Leeds",LS10 2RU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pepper Road Recreation Ground,Senior,Parks and Countryside,City & Hunslet,"Pepper Road, Hunslet, Leeds",LS10 2RU
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pool in Wharfedale,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pool In Wharfedale Skateboard,Skateboard Park,Parks and Countryside,Adel & Wharfedale,Harrogate Road - Parish Council,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pool In Wharfedale Toddler Area,Playground,Parish Council,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Park,Playground,Parks and Countryside,Chapel Allerton,"Harehills Lane, Leeds",LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Park,Bowling Green,Parks and Countryside,Chapel Allerton,Harehills Lane Leeds,LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Park,Ball Park Area,Parks and Countryside,Chapel Allerton,Harehills Lane Leeds,LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Playing Fields,Senior,Parks and Countryside,,,LS7 3JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Playing Fields,Senior,Parks and Countryside,,,LS7 3JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Playing Fields,Senior,Parks and Countryside,,,LS7 3JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Playing Fields,Senior,Parks and Countryside,,,LS7 3JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Skate Park,Skateboard Park,Parks and Countryside,Chapel Allerton,"Harehills Lane , Leeds",LS8
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Potternewton Trim Trail,Ball Park Area,Parks and Countryside,Chapel Allerton,"Harehills Lane, Leeds",LS7
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pudsey Park,Playground,Parks and Countryside,Pudsey,"Pudsey, Leeds",LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pudsey Park,Bowling Green,Parks and Countryside,Pudsey,Radcliffe Lane,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pudsey Park Tz Area,Teen Zone,Parks and Countryside,Pudsey,Pudsey Leeds,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Pudsey Skateboard,Skateboard Park,Parks and Countryside,Pudsey,"Church Lane, Pudsey",LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Playground,Parks and Countryside,Pudsey,"Cemetery Road, Pudsey, Leeds",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Senior,Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Senior,Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Senior,Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Junior (9v9),Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Mini (5v5),Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Mini (5v5),Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Park,Ball Park Area,Parks and Countryside,Pudsey,"Victoria Road, Pudsey",LS28 7SR
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Queens Street / Shayfields,Playground,Parks and Countryside,Rothwell,"Carlton, Leeds",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Railway Terrace,Playground,Parks and Countryside,Ardsley & Robin Hood,"East Ardsley, Wakefield",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Raincliffe Recreation Ground,Playground,Parks and Countryside,Burmantofts & Richmond Hill,"Raincliffe Road, Leeds",LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rawdon Littlemoor Playing Fields,Senior,Parks and Countryside,,,LS19 6DD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rawdon Littlemoor Playing Fields,Junior (9v9),Parks and Countryside,,,LS19 6DD
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Reginald Terrace,Playground,Parks and Countryside,Chapel Allerton,"Chapeltown Road, Leeds",LS7
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Richmond Hill,Playground,Parks and Countryside,Burmantofts & Richmond Hill,Pontefract Lane Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Riverdale Road,Playground,Parks and Countryside,Otley & Yeadon,"Riverdale Road, Otley",LS21
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rockwood Recreation Ground,Senior,,,,LS9 9BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rodley Park,Ball Park Area,Parks and Countryside,Bramley & Stanningley,Town Street Rodley Leeds,LS13
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rodley Recreation Ground,Playground,Parks and Countryside,Bramley & Stanningley,Town Street Rodley Leedslls,LS13
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Rookwoods Gia,Playground,Parks and Countryside,Burmantofts & Richmond Hill,"Rookwood Avenue, Leeds",LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Playground,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Bowling Green,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Junior (9v9),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Senior,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Mini (7v7),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Mini (5v5),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Mini (7v7),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Mini (7v7),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Mini (7v7),Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Playground B,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Roundhay Park,Skateboard Park,Parks and Countryside,Roundhay,"Roundhay Road, Roundhay, Leeds",LS8 1JX
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Sandford Road,Playground,Parks and Countryside,Kirkstall,Beecroft Street Kirkstall Leeds,LS5
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,"Sandringham Road, Wetherby",Playground,Parks and Countryside,Wetherby,"Sandringham Road, Wetherby",LS33
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Saville Road,Playground,Parks and Countryside,Kippax & Methley,"Methley, Leeds",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Saville Road Recreation MUGA,Ball Park Area,Parks and Countryside,Kippax & Methley,,LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Saxton Gardens,Playground,Parks and Countryside,Burmantofts & Richmond Hill,Railway Street Leeds,LS9
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Scatcherd Park,Playground,Parks and Countryside,Morley South,"Queensway, Morley, Leeds",LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Scatcherd Park,Bowling Green,Parks and Countryside,Morley South,"Queensway, Morley, Leeds",LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Scatcherd Skateboard Park,Skateboard Park,Parks and Countryside,Morley South,Queensway Morley,LS27
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Scholes Playground,Playground,Parks and Countryside,Harewood,Scholes Leeds,LS15
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Seacroft Gardens,Playground,Parks and Countryside,Killingbeck & Seacroft,"Moresdale Lane, Leeds",LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shadwell Lane Recreation Ground,Senior,Parks and Countryside,,,LS17 8FQ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shadwell Lane Recreation Ground,Senior,Parks and Countryside,,,LS17 8FQ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shadwell POS,Playground,Parks and Countryside,Alwoodley,Osprey Road Leeds,LS17
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Sharp Lane (Belle Isle),Senior,Parks and Countryside,,,LS10 4RB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Sharp Lane (Belle Isle),Senior,Parks and Countryside,,,LS10 4RB
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Sharp Lane (Jarvis Walk),Senior,Parks and Countryside,,,WF3 3HQ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Senior,Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Senior,Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Junior (9v9),Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Mini (7v7),Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Mini (7v7),Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Mini (5v5),Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Shaw Lane Recreation Ground,Mini (5v5),Parks and Countryside,,,LS20 9JL
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Silk Mill Playground,Playground,Parks and Countryside,Weetwood,Silk Mill Close,LS16
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Skelton Wood POS Sports Fields,Mini (7v7),Parks and Countryside,,,LS14 1AE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Skelton Wood POS Sports Fields,Mini (7v7),Parks and Countryside,,,LS14 1AE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Skelton Wood POS Sports Fields,Mini (7v7),Parks and Countryside,,,LS14 1AE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Skelton Wood POS Sports Fields,Mini (7v7),Parks and Countryside,,,LS14 1AE
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Smithy Lane,Playground,Parks and Countryside,Ardsley & Robin Hood,"Tingley, Wakefield",WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Spinkwell Lane Recreation Ground,Senior,,,,WF3 1RS
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Springfield Road,Playground,Parks and Countryside,Guiseley And Rawdon,Springfield Road Guiseley,LS20 
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Springhead Park,Playground,Parks and Countryside,Rothwell,Rothwell,LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Springhead Park ,Bowling Green,Parks and Countryside,Rothwell,Oulton Lane,LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Springhead Park Tz,Teen Zone,Parks and Countryside,Rothwell,Rothwell,LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Springhead Skateboard Park,Skateboard Park,Parks and Countryside,Rothwell,"Leeds Road, Rothwell",LS26
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,St Gregorys Youth & Adult Cent,Playground,Parks and Countryside,Cross Gates & Whinmoor,"Stanks Gardens, Swarcliffe, Leeds",LS14
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Playground,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Bowling Green,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Senior,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Senior,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Senior,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park,Senior,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS13 1BJ
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stanningley Park Ball Area,Ball Park Area,Parks and Countryside,Bramley & Stanningley,Intake Lane Leeds,LS28
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Station Lane,Ball Park Area,Parks and Countryside,Ardsley & Robin Hood,Station Lane,WF3
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Station Lane (Thorpe Recreation Ground),Senior,Parks and Countryside,,,WF3 3DY
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stead Lane Playground,Playground,Parks and Countryside,,,
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Stonegate Approach Muga,Ball Park Area,Parks and Countryside,Moortown,Stonegate Approach,LS6
30/10/2014,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/644,Sports - facilities - information,Street Lane Recreation Ground,Senior,Parks and Countryside,,,LS27 7JB
